epoch,train_loss,train_heatmap_loss,train_presence_loss,train_center_mae_px,train_heatmap_focal_reg,val_loss,val_heatmap_loss,val_presence_loss,val_center_mae_px,val_heatmap_focal_reg,test_loss,test_heatmap_loss,test_presence_loss,test_presence_combined_loss,test_center_mae_px,test_heatmap_focal_reg,val_pred_x_mean_px,val_pred_x_var_px,val_pred_y_mean_px,val_pred_y_var_px,test_pred_x_mean_px,test_pred_x_var_px,test_pred_y_mean_px,test_pred_y_var_px
1,16.066951751708984,8.978767395019531,2.3501367568969727,18.008136749267578,0.24866455793380737,,,,,,,,,,,,,,,,,,,
2,16.118553161621094,9.010011672973633,2.354842185974121,18.07278823852539,0.24869504570960999,,,,,,,,,,,,,,,,,,,
3,19.647727966308594,11.149259567260742,2.6678614616394043,22.30608367919922,0.2559748888015747,,,,,,,,,,,,,,,,,,,
4,19.623476028442383,11.137120246887207,2.6616954803466797,22.29439926147461,0.2560998499393463,,,,,,,,,,,,,,,,,,,
5,19.65976333618164,11.166879653930664,2.653388738632202,22.35620880126953,0.25605568289756775,,,,,,,,,,,,,,,,,,,
6,19.593311309814453,11.117210388183594,2.661445379257202,22.244468688964844,0.25605377554893494,,,,,,,,,,,,,,,,,,,
7,19.664913177490234,11.170167922973633,2.6536240577697754,22.346092224121094,0.2560354471206665,,,,,,,,,,,,,,,,,,,
8,19.945022583007812,11.316413879394531,2.700875759124756,22.63995361328125,0.2695273756980896,,,,,,,,,,,,,,,,,,,
9,24.735122680664062,14.548803329467773,2.586857318878174,29.16481590270996,0.32505983114242554,,,,,,,,,,,,,,,,,,,
10,16.140987396240234,8.824487686157227,2.5879416465759277,17.70935821533203,0.316314160823822,62.86444854736328,34.448814392089844,10.835789680480957,68.8122329711914,0.3554571479789743,71.48504638671875,38.421409606933594,13.508480072021484,13.508480072021484,76.77465057373047,0.3444739117403289,90.4032145700637,40.925992851251976,8.000004665107484,6.220121548494717e-06,98.16937210648148,83.52252836732441,8.000003616898148,-1.3088197192701045e-11
11,16.508068084716797,9.101764678955078,2.5718722343444824,18.241905212402344,0.283547043800354,,,,,,,,,,,,,,,,,,,
12,15.608397483825684,8.639302253723145,2.416463613510132,17.333005905151367,0.23298333585262299,,,,,,,,,,,,,,,,,,,
13,15.378585815429688,8.61604118347168,2.2628979682922363,17.273841857910156,0.19162409007549286,,,,,,,,,,,,,,,,,,,
14,15.185197830200195,8.572673797607422,2.1609084606170654,17.211925506591797,0.16527990996837616,,,,,,,,,,,,,,,,,,,
15,14.611499786376953,8.226765632629395,2.1236820220947266,16.50946044921875,0.1476690024137497,,,,,,,,,,,,,,,,,,,
16,13.693833351135254,7.631552696228027,2.107473373413086,15.33441162109375,0.1390312761068344,,,,,,,,,,,,,,,,,,,
17,12.455062866210938,6.779813766479492,2.1441993713378906,13.59874153137207,0.141142338514328,,,,,,,,,,,,,,,,,,,
18,11.7032470703125,6.3051910400390625,2.112575054168701,12.660233497619629,0.13288483023643494,,,,,,,,,,,,,,,,,,,
19,11.647273063659668,6.193610191345215,2.2258877754211426,12.425592422485352,0.13097092509269714,,,,,,,,,,,,,,,,,,,
20,12.388427734375,6.81821346282959,2.049433708190918,13.702969551086426,0.11167397350072861,37.9420166015625,13.431089401245117,16.622142791748047,27.014869689941406,1.1733650051409021,56.54465103149414,24.720361709594727,18.176239013671875,18.176239013671875,49.49200439453125,1.2877928869668862,73.44953597730891,983.3073844632263,131.29319267515925,61.939913851409074,66.48128616898148,1216.3015522809546,129.1220486111111,368.08174765504737
21,11.01210880279541,5.924689292907715,2.0167272090911865,11.913369178771973,0.10834772884845734,,,,,,,,,,,,,,,,,,,
22,8.860108375549316,4.405977249145508,2.1371703147888184,8.86239242553711,0.11397313326597214,,,,,,,,,,,,,,,,,,,
23,9.424028396606445,4.747993469238281,2.187779426574707,9.54307746887207,0.11425936222076416,,,,,,,,,,,,,,,,,,,
24,9.383934020996094,4.714432239532471,2.19816255569458,9.476741790771484,0.11412414163351059,,,,,,,,,,,,,,,,,,,
25,7.8341898918151855,3.8142385482788086,2.0078296661376953,7.701030731201172,0.10500214248895645,,,,,,,,,,,,,,,,,,,
26,7.097833156585693,3.357663154602051,1.9625327587127686,6.791232109069824,0.0988052636384964,,,,,,,,,,,,,,,,,,,
